time, iteration, regSquaredError
2017-06-16 13:15:09,1,726176.649503695
2017-06-16 13:15:59,2,239927.69521775
2017-06-16 13:16:45,3,161691.09347545
2017-06-16 13:17:30,4,138952.479867029
2017-06-16 13:18:16,5,128771.528589792
2017-06-16 13:19:01,6,123282.768774118
2017-06-16 13:19:46,7,119981.101891236
2017-06-16 13:20:30,8,117844.146410642
2017-06-16 13:21:12,9,116385.628853073
2017-06-16 13:21:55,10,115348.724302794
2017-06-16 13:22:38,11,114587.039552161
2017-06-16 13:23:20,12,114012.123500319
2017-06-16 13:24:01,13,113568.006763682
2017-06-16 13:24:42,14,113217.910008762
2017-06-16 13:25:24,15,112936.886585998
2017-06-16 13:26:05,16,112707.549909797
2017-06-16 13:26:46,17,112517.49031621
2017-06-16 13:27:28,18,112357.658636404
2017-06-16 13:28:09,19,112221.324056007
2017-06-16 13:28:50,20,112103.384450084
2017-06-16 13:29:38,21,111999.899361442
2017-06-16 13:30:30,22,111907.767263129
2017-06-16 13:31:20,23,111824.498532139
2017-06-16 13:32:02,24,111748.053335915
2017-06-16 13:32:43,25,111676.724547744
2017-06-16 13:33:24,26,111609.052691866
2017-06-16 13:34:06,27,111543.764372699
2017-06-16 13:34:47,28,111479.728583574
2017-06-16 13:35:29,29,111415.927254104
2017-06-16 13:36:10,30,111351.437688197
2017-06-16 13:36:52,31,111285.425333818
2017-06-16 13:37:33,32,111217.145694309
2017-06-16 13:38:14,33,111145.954176715
2017-06-16 13:38:55,34,111071.322305265
2017-06-16 13:39:37,35,110992.858068266
2017-06-16 13:40:19,36,110910.327341222
2017-06-16 13:41:00,37,110823.672556097
2017-06-16 13:41:41,38,110733.024364338
2017-06-16 13:42:23,39,110638.702288613
2017-06-16 13:43:04,40,110541.201499347
2017-06-16 13:43:46,41,110441.164882611
2017-06-16 13:44:27,42,110339.342161238
2017-06-16 13:45:08,43,110236.540374938
2017-06-16 13:45:49,44,110133.571794645
2017-06-16 13:46:31,45,110031.205788187
2017-06-16 13:47:13,46,109930.130132341
2017-06-16 13:47:55,47,109830.925130019
2017-06-16 13:48:36,48,109734.051323698
2017-06-16 13:49:18,49,109639.849325734
2017-06-16 13:49:59,50,109548.548813964
2017-06-16 13:50:40,51,109460.283216119
2017-06-16 13:51:22,52,109375.106870705
2017-06-16 13:52:03,53,109293.012186835
2017-06-16 13:52:44,54,109213.945206462
2017-06-16 13:53:26,55,109137.818767786
2017-06-16 13:54:07,56,109064.523061536
2017-06-16 13:54:48,57,108993.933744264
2017-06-16 13:55:30,58,108925.917959642
2017-06-16 13:56:12,59,108860.33867627
2017-06-16 13:56:53,60,108797.057731178
2017-06-16 13:57:34,61,108735.937912653
2017-06-16 13:58:15,62,108676.844349439
2017-06-16 13:58:57,63,108619.645410509
2017-06-16 13:59:38,64,108564.213266273
2017-06-16 14:00:20,65,108510.424220051
2017-06-16 14:01:01,66,108458.158886946
2017-06-16 14:01:43,67,108407.302274064
2017-06-16 14:02:24,68,108357.743799551
2017-06-16 14:03:05,69,108309.377276312
2017-06-16 14:03:47,70,108262.100877959
